"date_created","pub_date","journal_title","article_title","selected"
201669,"2016Jun1","JAMA pediatrics","Association Between Hypertonic Saline and Hospital Length of Stay in Acute Viral Bronchiolitis: A Reanalysis of 2 Meta-analyses.",NA
201669,"2016Jun1","JAMA pediatrics","National Variability and Appropriateness of Surgical Antibiotic Prophylaxis in US Children's Hospitals.",NA
201669,"2016Jun1","JAMA pediatrics","Use of Procalcitonin Assays to Predict Serious Bacterial Infection in Young Febrile Infants-Reply.",NA
201669,"2016Jun1","JAMA pediatrics","Use of Procalcitonin Assays to Predict Serious Bacterial Infection in Young Febrile Infants.",NA
201669,"2016Jun1","JAMA pediatrics","Use of Procalcitonin Assays to Predict Serious Bacterial Infection in Young Febrile Infants.",NA
201669,"2016Jun1","JAMA pediatrics","Resuscitations That Never End: Originating From Unresolved Integrity-Related Moral Distress.",NA
201669,"2016Jun1","JAMA pediatrics","Risk Factors Associated With Pediatric Acute Recurrent and Chronic Pancreatitis: Lessons From INSPPIRE.",NA
201669,"2016Jun1","JAMA pediatrics","Association Between Laboratory Calibration of a Serum Bilirubin Assay, Neonatal Bilirubin Levels, and Phototherapy Use.",NA
201669,"2016Jun1","JAMA pediatrics","Transcranial Doppler Screening Among Children and Adolescents With Sickle Cell Anemia.",NA
201669,"2016Jun1","JAMA pediatrics","Laboratory Accuracy in Neonatal Bilirubin: The Search for Truth in Laboratory Medicine.",NA
201669,"2016Jun1","JAMA pediatrics","What Children Face From the Federal Budget.",NA
201654,"2016May1","JAMA pediatrics","Causes of Child and Youth Homelessness in Developed and Developing Countries: A Systematic Review and Meta-analysis.",NA
201669,"2016Jun6","JAMA pediatrics","Assessing the Diagnostic Properties of a Graded Oral Provocation Challenge for the Diagnosis of Immediate and Nonimmediate Reactions to Amoxicillin in Children.",NA
201645,"2016Apr","JAMA pediatrics","A Child With Septic Shock and Purpura.",NA
201669,"2016Jun6","JAMA pediatrics","Assisted Reproductive Technology and Birth Defects Among Liveborn Infants in Florida, Massachusetts, and Michigan, 2000-2010.",NA
201669,"2016Jun1","JAMA pediatrics","Prenatal Education of Parents About Newborn Screening and Residual Dried Blood Spots: A Randomized Clinical Trial.",NA
201669,"2016Jun6","JAMA pediatrics","Provocation Challenges to Evaluate Amoxicillin Allergy in Children.",NA
201654,"2016May1","JAMA pediatrics","Stigmatizing Beliefs Regarding Street-Connected Children and Youth: Criminalized Not Criminal.",NA
201676,"2016Jul1","JAMA pediatrics","Real-Time Sharing of Zika Virus Data in an Interconnected World.",NA
201654,"2016May1","JAMA pediatrics","The Pertussis Problem and a Possible Solution: Will Parents Go Along?",NA
201654,"2016May1","JAMA pediatrics","US Youth Soccer Concussion Policy: Heading in the Right Direction.",NA
201654,"2016May1","JAMA pediatrics","Treatment Considerations for the Cardiometabolic Signs of Polycystic Ovary Syndrome: A Review of the Literature Since the 2013 Endocrine Society Clinical Practice Guidelines.",NA
201654,"2016May1","JAMA pediatrics","Epidemiological and Economic Effects of Priming With the Whole-Cell Bordetella pertussis Vaccine.",NA
201654,"2016May1","JAMA pediatrics","Impact of Tetanus Toxoid, Reduced Diphtheria Toxoid, and Acellular Pertussis Vaccinations on Reported Pertussis Cases Among Those 11 to 18 Years of Age in an Era of Waning Pertussis Immunity: A Follow-up Analysis.",NA
201669,"2016Jun1","JAMA pediatrics","California Senate Bill 277's Grandfather Clause and Nonmedical Vaccine Exemptions in California, 2015-2022.",NA
201654,"2016May1","JAMA pediatrics","Cancer in Adolescents and Young Adults: A Narrative Review of the Current Status and a View of the Future.",NA
201654,"2016May2","JAMA pediatrics","JAMA Pediatrics Peer Reviewers in 2015.",NA
201654,"2016May1","JAMA pediatrics","Psychiatric Diagnoses and Comorbidities in a Diverse, Multicity Cohort of Young Transgender Women: Baseline Findings From Project LifeSkills.",NA
201654,"2016May1","JAMA pediatrics","Association of Sleep Deprivation With Reduction in Insulin Sensitivity as Assessed by the Hyperglycemic Clamp Technique in Adolescents.",NA
201669,"2016Jun1","JAMA pediatrics","Melatonin-Induced Nocturnal Vasodilatation Contributes to Skin Regeneration-Reply.",NA
201669,"2016Jun1","JAMA pediatrics","Melatonin-Induced Nocturnal Vasodilatation Contributes to Skin Regeneration.",NA
201654,"2016May1","JAMA pediatrics","Thank You to JAMA Pediatrics Authors, Peer Reviewers, and Readers.",NA
201654,"2016May1","JAMA pediatrics","Mental Health Disparities Among Transgender Youth: Rethinking the Role of Professionals.",NA
201654,"2016May1","JAMA pediatrics","The Potential Impact on Children of the CDC Guideline for Prescribing Opioids for Chronic Pain: Above All, Do No Harm.",NA
201654,"2016May1","JAMA pediatrics","The Problem and Promise of Prognosis Research.",NA
201654,"2016May1","JAMA pediatrics","Long-Acting Reversible Contraception and Condom Use Among Female US High School Students: Implications for Sexually Transmitted Infection Prevention.",NA
201654,"2016May1","JAMA pediatrics","Childhood Psychosocial Factors and Coronary Artery Calcification in Adulthood: The Cardiovascular Risk in Young Finns Study.",NA
201654,"2016May1","JAMA pediatrics","Human Papillomavirus Vaccination and Cervical Cytology Outcomes Among Urban Low-Income Minority Females.",NA
201654,"2016May1","JAMA pediatrics","Long-Acting Reversible Contraception and Condom Use: We Need a Better Message.",NA
201654,"2016May1","JAMA pediatrics","Modifiable Neighborhood Features Associated With Adolescent Homicide.",NA
201654,"2016May2","JAMA pediatrics","Academic Outcomes 2 Years After Working Memory Training for Children With Low Working Memory: A Randomized Clinical Trial.",NA
201654,"2016May1","JAMA pediatrics","Online Electronic Cigarette Marketing-Violation of Self-regulated Standards by Tobacco Companies.",NA
201639,"2016Mar","JAMA pediatrics","Intravenous Fluid Bolus Prior to Neonatal and Infant Lumbar Puncture: A Sonographic Assessment of the Subarachnoid Space After Intravenous Fluid Administration.",NA
201639,"2016Mar","JAMA pediatrics","Family Presence During Pediatric Tracheal Intubations.",NA
201639,"2016Mar","JAMA pediatrics","New Information About the Benefits of Drinking Water Compared With Sugar-Sweetened Beverages.",NA
201639,"2016Mar","JAMA pediatrics","A Swollen, Red Areola in a Young Boy.",NA
201654,"2016May1","JAMA pediatrics","Involving Parents in Pediatric Patients' Decisions About Long-Acting Reversible Contraception.",NA
201654,"2016May2","JAMA pediatrics","Prenatal and Perinatal Determinants of Lung Health and Disease in Early Life: A National Heart, Lung, and Blood Institute Workshop Report.",NA
201669,"2016Jun1","JAMA pediatrics","Recovery Curves for Pediatric Burn Survivors: Advances in Patient-Oriented Outcomes.",NA
201669,"2016Jun1","JAMA pediatrics","Effect of Oxygen Desaturations on Subsequent Medical Visits in Infants Discharged From the Emergency Department With Bronchiolitis.",NA
201645,"2016Apr","JAMA pediatrics","Late Surfactant Administration in Very Preterm Neonates With Prolonged Respiratory Distress and Pulmonary Outcome at 1 Year of Age: A Randomized Clinical Trial.",NA
201645,"2016Apr","JAMA pediatrics","Parent-Reported Errors and Adverse Events in Hospitalized Children.",NA
201645,"2016Apr","JAMA pediatrics","Use of Mobile Technology to Calm Upset Children: Associations With Social-Emotional Development.",NA
201669,"2016Jun1","JAMA pediatrics","Bronchiolitis and Pulse Oximetry: Choosing Wisely With a Technological Pandora's Box.",NA
201645,"2016Apr","JAMA pediatrics","The Search for Treatment of Bronchopulmonary Dysplasia.",NA
201645,"2016Apr","JAMA pediatrics","The Role of Pediatricians in the Face of Increasing Domestic Terrorism Threats.",NA
201645,"2016Apr","JAMA pediatrics","Pediatric Hospital Discharges to Home Health and Postacute Facility Care: A National Study.",NA
201645,"2016Apr","JAMA pediatrics","Social Environmental Moderators of Long-term Functional Outcomes of Early Childhood Brain Injury.",NA
20160405,"2016Apr","JAMA pediatrics","Association of Prenatal Diagnosis of Critical Congenital Heart Disease With Postnatal Brain Development and the Risk of Brain Injury.",NA
201645,"2016Apr","JAMA pediatrics","Changes in Academic Demands and Attention-Deficit/Hyperactivity Disorder in Young Children.",NA
201645,"2016Apr","JAMA pediatrics","What Pediatricians and Other Clinicians Should Know About Zika Virus.",NA
20160405,"2016Apr","JAMA pediatrics","Fish Intake in Pregnancy and Child Growth: A Pooled Analysis of 15 European and US Birth Cohorts.",NA
201645,"2016Apr","JAMA pediatrics","Attribution of Concussion-Like Symptoms and History of Collision Sports Exposure--Reply.",NA
201645,"2016Apr","JAMA pediatrics","Attribution of Concussion-Like Symptoms and History of Collision Sports Exposure.",NA
201645,"2016Apr","JAMA pediatrics","To Risk Adjust or Not to Risk Adjust: Should That Be the Question?",NA
201669,"2016Jun1","JAMA pediatrics","Why It's Important to Continue Universal Autism Screening While Research Fully Examines Its Impact.",NA
201645,"2016Apr","JAMA pediatrics","Association of Social Determinants With Children's Hospitals' Preventable Readmissions Performance.",NA
201645,"2016Apr","JAMA pediatrics","Exploring Parents' Adversities in Pediatric Primary Care.",NA
201645,"2016Apr","JAMA pediatrics","Effectiveness of a Multicomponent Sun Protection Program for Young Children: A Randomized Clinical Trial.",NA
201638,"2016Mar","JAMA pediatrics","Influence of Adiposity, Physical Activity, Fitness, and Screen Time on Insulin Dynamics Over 2 Years in Children.",NA
201645,"2016Apr","JAMA pediatrics","Wheezing Patterns in Early Childhood and the Risk of Respiratory and Allergic Disease in Adolescence.",NA
201645,"2016Apr","JAMA pediatrics","Optimizing Sun Protection for Children: Having Our Day in the Sun.",NA
201645,"2016Apr","JAMA pediatrics","The Disappearance of Sudden Infant Death Syndrome: Has the Clock Turned Back?",NA
201645,"2016Apr","JAMA pediatrics","The Breastfeeding Pep Talk.",NA
201645,"2016Apr","JAMA pediatrics","Genetic Differential Susceptibility to Socioeconomic Status and Childhood Obesogenic Behavior: Why Targeted Prevention May Be the Best Societal Investment.",NA
201645,"2016Apr","JAMA pediatrics","Usual Care for Adolescent Depression From Symptom Identification Through Treatment Initiation.",NA
201645,"2016Apr","JAMA pediatrics","Pediatric Quality Measures.",NA
201645,"2016Apr","JAMA pediatrics","The Differential Susceptibility Hypothesis: Sensitivity to the Environment for Better and for Worse.",NA
201622,"2016Feb","JAMA pediatrics","Children Exposed to Abuse in Youth-Serving Organizations: Results From National Sample Surveys.",NA
201622,"2016Feb","JAMA pediatrics","Polygenic Risk, Appetite Traits, and Weight Gain in Middle Childhood: A Longitudinal Study.",NA
201622,"2016Feb","JAMA pediatrics","Supporting Child Play.",NA
201622,"2016Feb","JAMA pediatrics","Three-Day-Old Boy With Palmar Pustules.",NA
201638,"2016Mar","JAMA pediatrics","Global and National Burden of Diseases and Injuries Among Children and Adolescents Between 1990 and 2013: Findings From the Global Burden of Disease 2013 Study.",NA
201638,"2016Mar","JAMA pediatrics","Synbiotics for Prevention and Treatment of Atopic Dermatitis: A Meta-analysis of Randomized Clinical Trials.",NA
201638,"2016Mar","JAMA pediatrics","Evaluating a Pay-for-Performance Program for Medicaid Children in an Accountable Care Organization.",NA
201638,"2016Mar","JAMA pediatrics","Upholding Family-Centered Care in the Face of High-Consequence Pathogens--Thinking Inside the Room--Reply.",NA
201638,"2016Mar","JAMA pediatrics","Upholding Family-Centered Care in the Face of High-Consequence Pathogens--Thinking Inside the Room.",NA
201638,"2016Mar","JAMA pediatrics","Examining the Evidence for Using Synbiotics to Treat or Prevent Atopic Dermatitis.",NA
201638,"2016Mar","JAMA pediatrics","The Grand Divergence in Global Child Health: Confronting Data Requirements in Areas of Conflict and Chronic Political Instability.",NA
201638,"2016Mar","JAMA pediatrics","The Power of a Simple Intervention to Improve Student Health: Just Add Water.",NA
201638,"2016Mar","JAMA pediatrics","Incorrect Author Name.",NA
201638,"2016Mar","JAMA pediatrics","Building a Learning Marijuana Surveillance System.",NA
201638,"2016Mar","JAMA pediatrics","Effect of a School-Based Water Intervention on Child Body Mass Index and Obesity.",NA
201638,"2016Mar","JAMA pediatrics","Association Between Transient Newborn Hypoglycemia and Test Proficiency--Reply.",NA
201638,"2016Mar","JAMA pediatrics","Association Between Transient Newborn Hypoglycemia and Test Proficiency.",NA
201638,"2016Mar","JAMA pediatrics","Resource Burden During the 2014 Enterovirus D68 Respiratory Disease Outbreak at Children's Hospital Colorado: An Unexpected Strain.",NA
201638,"2016Mar","JAMA pediatrics","Pediatric Antimicrobial Discharge Stewardship: An Unmet Need.",NA
201638,"2016Mar","JAMA pediatrics","Association of Psychiatric and Neurologic Comorbidity With Mortality Among Persons With Autism Spectrum Disorder in a Danish Population.",NA
201638,"2016Mar","JAMA pediatrics","Association of Cesarean Delivery and Formula Supplementation With the Intestinal Microbiome of 6-Week-Old Infants.",NA
201619,"2016Jan","JAMA pediatrics","Successes of the Healthy Hunger-Free Kids Act.",NA
201619,"2016Jan","JAMA pediatrics","Revisiting Radiograph-Negative Ankle Injuries in Children: Is It a Fracture or a Sprain?",NA
201619,"2016Jan","JAMA pediatrics","Radiograph-Negative Lateral Ankle Injuries in Children: Occult Growth Plate Fracture or Sprain?",NA
201619,"2016Jan","JAMA pediatrics","Effect of the Healthy Hunger-Free Kids Act on the Nutritional Quality of Meals Selected by Students and School Lunch Participation Rates.",NA
201619,"2016Jan","JAMA pediatrics","JAMA Pediatrics Patient Page. Atopic Diseases in Children.",NA
201619,"2016Jan","JAMA pediatrics","A 15-Year-Old Boy With Trisomy 21 and Postoperative Weakness.",NA
201622,"2016Feb","JAMA pediatrics","Rethinking Attention-Deficit/Hyperactivity Disorder.",NA
201638,"2016Mar","JAMA pediatrics","Surveillance and Screening for Social Determinants of Health: The Medical Home and Beyond.",NA
201638,"2016Mar","JAMA pediatrics","Examining Infertility Treatment and Early Childhood Development in the Upstate KIDS Study.",NA
201638,"2016Mar","JAMA pediatrics","Association of Oxygen Target and Growth Status With Increased Mortality in Small for Gestational Age Infants: Further Analysis of the Surfactant, Positive Pressure and Pulse Oximetry Randomized Trial.",NA
201622,"2016Feb","JAMA pediatrics","The Nutritional and Social Environment-Related Effects of Breastfeeding on Intelligence.",NA
201622,"2016Feb","JAMA pediatrics","Outcomes of Respiratory Syncytial Virus Immunoprophylaxis in Infants Using an Abbreviated Dosing Regimen of Palivizumab.",NA
201622,"2016Feb","JAMA pediatrics","Keeping Children's Attention: The Problem With Bells and Whistles.",NA
201622,"2016Feb","JAMA pediatrics","Association of the Type of Toy Used During Play With the Quantity and Quality of Parent-Infant Communication.",NA
201622,"2016Feb","JAMA pediatrics","Association Between Child Poverty and Academic Achivement--In Reply.",NA
201622,"2016Feb","JAMA pediatrics","Association Between Child Poverty and Academic Achievement.",NA
201622,"2016Feb","JAMA pediatrics","Endocrine Effects of Inhaled Corticosteroids in Children.",NA
201622,"2016Feb","JAMA pediatrics","Association Between Child Poverty and Academic Achievement.",NA
201622,"2016Feb","JAMA pediatrics","Interventions by Health Care Professionals Who Provide Routine Child Health Care to Reduce Tobacco Smoke Exposure in Children: A Review and Meta-analysis.",NA
201622,"2016Feb","JAMA pediatrics","Hospitalizations of Low-Income Children and Children With Severe Health Conditions: Implications of the Patient Protection and Affordable Care Act.",NA
201622,"2016Feb","JAMA pediatrics","Sepsis and the Global Burden of Disease in Children.",NA
201622,"2016Feb","JAMA pediatrics","Effect of Attribution Length on the Use and Cost of Health Care for a Pediatric Medicaid Accountable Care Organization.",NA
201622,"2016Feb","JAMA pediatrics","Antidepressant Use During Pregnancy and the Risk of Autism Spectrum Disorder in Children.",NA
201622,"2016Feb","JAMA pediatrics","Breaking New Ground in Health Services Research: Effect of Attribution Length in a Pediatric Medicaid Accountable Care Organization.",NA
201622,"2016Feb","JAMA pediatrics","Assessing Risk of Autism Spectrum Disorder in Children After Antidepressant Use During Pregnancy.",NA
2015129,"2015Jan1","JAMA pediatrics","Incorrect Grant Information.",NA
201622,"2016Feb","JAMA pediatrics","Identifying Opportunities for Alignment in Pediatric Residency Training.",NA
2015128,"2015Dec","JAMA pediatrics","Sequelae Following Postnatally Acquired Cytomegalovirus Infection in Very Low-Birth-Weight Neonates: Back to the Future.",NA
2015128,"2015Dec","JAMA pediatrics","Postnatal Cytomegalovirus Infection and the Risk for Bronchopulmonary Dysplasia.",NA
2015128,"2015Dec","JAMA pediatrics","Infant Growth and Risk of Childhood-Onset Type 1 Diabetes in Children From 2 Scandinavian Birth Cohorts.",NA
2015128,"2015Dec","JAMA pediatrics","Sexual Assault and Rape Among College Students.",NA
2015128,"2015Dec","JAMA pediatrics","Reducing Weight Stigma in the Health Care Setting: Important Considerations for Medical Education.",NA
2015128,"2015Dec","JAMA pediatrics","In Reply.",NA
2015128,"2015Dec","JAMA pediatrics","Patent Ductus Arteriosus in Preterm Neonates--Concerns With Some Recommendations.",NA
2015128,"2015Dec","JAMA pediatrics","A Crusted Papule in a Premature Neonate. Cutaneous fungal infection.",NA
201622,"2016Feb","JAMA pediatrics","Toward Individualization in Medical Education.",NA
201622,"2016Feb","JAMA pediatrics","Balancing Service and Education in Residency Training: A Logical Fallacy.",NA
201622,"2016Feb","JAMA pediatrics","Promoting Physical Activity With the Out of School Nutrition and Physical Activity (OSNAP) Initiative: A Cluster-Randomized Controlled Trial.",NA
201622,"2016Feb","JAMA pediatrics","Sexual Risk Behavior Among Virologically Detectable Human Immunodeficiency Virus-Infected Young Men Who Have Sex With Men.",NA
201615,"2016Jan","JAMA pediatrics","Pediatric Global Health Education: Past, Present, and Future.",NA
201638,"2016Mar","JAMA pediatrics","International and Interdisciplinary Identification of Health Care Transition Outcomes.",NA
201615,"2016Jan","JAMA pediatrics","Association Between Atopic Disease and Anemia in US Children.",NA
201638,"2016Mar","JAMA pediatrics","Improving Health Care Transition Services: Just Grow Up, Will You Please.",NA
201615,"2016Jan","JAMA pediatrics","Precision Treatment and Precision Prevention: Integrating ""Below and Above the Skin"".",NA
201615,"2016Jan","JAMA pediatrics","Use of Procalcitonin Assays to Predict Serious Bacterial Infection in Young Febrile Infants.",NA
201615,"2016Jan","JAMA pediatrics","Role of Serum Procalcitonin in Identifying Young Febrile Infants With Invasive Bacterial Infections: One Step Closer to the Holy Grail?",NA
201615,"2016Jan","JAMA pediatrics","Implementing a Trauma-Informed Approach in Pediatric Health Care Networks.",NA
201615,"2016Jan","JAMA pediatrics","Melatonin Supplementation for Children With Atopic Dermatitis and Sleep Disturbance: A Randomized Clinical Trial.",NA
201615,"2016Jan","JAMA pediatrics","Quality of Health Insurance Coverage and Access to Care for Children in Low-Income Families.",NA
201615,"2016Jan","JAMA pediatrics","Addressing the Needs of Children in a Time of Health Reform via Medicaid, CHIP, or Subsidized Markets.",NA
201615,"2016Jan","JAMA pediatrics","Association of Early Exposure of Probiotics and Islet Autoimmunity in the TEDDY Study.",NA
201615,"2016Jan","JAMA pediatrics","Electronic Cigarette Use and Respiratory Symptoms in Chinese Adolescents in Hong Kong.",NA
201615,"2016Jan","JAMA pediatrics","A Glimpse of Microbial Power in Preventive Medicine.",NA
201615,"2016Jan","JAMA pediatrics","Toward a Research Agenda on Pediatric Trauma and Critical Illness.",NA
201615,"2016Jan","JAMA pediatrics","Harnessing Social Media for Child Health Research: Pediatric Research 2.0.",NA
201615,"2016Jan","JAMA pediatrics","Parent-Adolescent Sexual Communication and Adolescent Safer Sex Behavior: A Meta-Analysis.",NA
201615,"2016Jan","JAMA pediatrics","Association of Newborn Apgar Score With Maternal Admission to the Intensive Care Unit.",NA
201615,"2016Jan","JAMA pediatrics","Parent-Adolescent Communication About Contraception and Condom Use.",NA
2015113,"2015Nov","JAMA pediatrics","Early Exposure to Dogs and Farm Animals and the Risk of Childhood Asthma.",NA
20151103,"2015Nov","JAMA pediatrics","Implementation of Screening, Brief Intervention, and Referral to Treatment for Adolescents in Pediatric Primary Care: A Cluster Randomized Trial.",NA
2015113,"2015Nov","JAMA pediatrics","JAMA Pediatrics Patient Page. Reading to Preschool Children.",NA
2015113,"2015Nov","JAMA pediatrics","Duplicate Data Inadvertently Included in the Meta-analysis.",NA
2015113,"2015Nov","JAMA pediatrics","Breastfeeding and Childhood Leukemia Incidence--Reply.",NA
20151103,"2015Nov","JAMA pediatrics","Breastfeeding and Childhood Leukemia Incidence: Duplicate Data Inadvertently Included in the Meta-analysis and Consideration of Possible Confounders.",NA
2015113,"2015Nov","JAMA pediatrics","Breastfeeding and Childhood Leukemia Incidence: Duplicate Data Inadvertently Included in the Meta-analysis and Consideration of Possible Confounders.",NA
2015113,"2015Nov","JAMA pediatrics","Isolated Pustular Nodule on the Thumb.",NA
2015128,"2015Dec","JAMA pediatrics","Doing More vs. Doing Good: Aligning Our Ethical Principles From the Personal to the Societal.",NA
2015128,"2015Dec","JAMA pediatrics","Association of a Guardian's Report of a Child Acting Abnormally With Traumatic Brain Injury After Minor Blunt Head Trauma.",NA
2015128,"2015Dec","JAMA pediatrics","Burden of Invasive Staphylococcus aureus Infections in Hospitalized Infants.",NA
2015128,"2015Dec","JAMA pediatrics","Errors in Derivation Data and Validation Data.",NA
2015128,"2015Dec","JAMA pediatrics","Effectiveness of a Statewide Abusive Head Trauma Prevention Program in North Carolina.",NA
2015128,"2015Dec","JAMA pediatrics","Spreading the Benefits of Infection Prevention in the Neonatal Intensive Care Unit.",NA
2015128,"2015Dec","JAMA pediatrics","Effect of Telephone vs Video Interpretation on Parent Comprehension, Communication, and Utilization in the Pediatric Emergency Department: A Randomized Clinical Trial.",NA
2015128,"2015Dec","JAMA pediatrics","Inconsistency in Missing Cases in Derivation Data and Validation Data.",NA
2015128,"2015Dec","JAMA pediatrics","Intern and Resident Workflow Patterns on Pediatric Inpatient Units: A Multicenter Time-Motion Study.",NA
2015128,"2015Dec","JAMA pediatrics","Challenges in Prevention of Abusive Head Trauma.",NA
2015128,"2015Dec","JAMA pediatrics","Reducing Language Barriers in Health Care: Is Technology the Answer?",NA
2015128,"2015Dec","JAMA pediatrics","Care of Adults in Children's Hospitals: Acknowledging the Aging Elephant in the Room.",NA
2015128,"2015Dec","JAMA pediatrics","Prognostic Factors for Poor Cognitive Development in Children Born Very Preterm or With Very Low Birth Weight: A Systematic Review.",NA
2015128,"2015Dec","JAMA pediatrics","Maternal Midpregnancy Glucose Levels and Risk of Congenital Heart Disease in Offspring.",NA
2015128,"2015Dec","JAMA pediatrics","Factors Associated With Concussion-like Symptom Reporting in High School Athletes.",NA
2015106,"2015Oct","JAMA pediatrics","Total Direct Medical Expenses and Characteristics of Privately Insured Adolescents Who Incur High Costs.",NA
2015106,"2015Oct","JAMA pediatrics","Associations Between Antibullying Policies and Bullying in 25 States.",NA
2015106,"2015Oct","JAMA pediatrics","Kidney Stones in Children and Adolescents.",NA
2015106,"2015Oct","JAMA pediatrics","Glyburide vs Insulin and Adverse Pregnancy Outcomes--Reply.",NA
2015106,"2015Oct","JAMA pediatrics","Glyburide vs Insulin and Adverse Pregnancy Outcomes.",NA
2015106,"2015Oct","JAMA pediatrics","Glyburide vs Insulin and Adverse Pregnancy Outcomes.",NA
2015106,"2015Oct","JAMA pediatrics","A 6-Year-Old Boy With Fever, Emesis, Rash, and an Acute Abdomen.",NA
2015128,"2015Dec","JAMA pediatrics","The Folic Acid Rescue Strategy: High-Dose Folic Acid Supplementation in Early Pregnancy.",NA
2015128,"2015Dec","JAMA pediatrics","Toward Adenotonsillectomy in Children: A Review for the General Pediatrician.",NA
2015128,"2015Dec","JAMA pediatrics","The Battle Hymn of the Tiger Child.",NA
2015128,"2015Dec","JAMA pediatrics","Ethnic, Racial, and Socioeconomic Disparities in Retinoblastoma.",NA
20151103,"2015Nov","JAMA pediatrics","Inflammatory Bowel Disease in Children and Adolescents.",NA
2015113,"2015Nov","JAMA pediatrics","Effects of Multiple Ventilation Courses and Duration of Mechanical Ventilation on Respiratory Outcomes in Extremely Low-Birth-Weight Infants.",NA
2015113,"2015Nov","JAMA pediatrics","Evaluating the Effects of Metformin Use on Height in Children and Adolescents: A Meta-analysis of Randomized Clinical Trials.",NA
2015113,"2015Nov","JAMA pediatrics","Screening and Brief Alcohol Counseling of College Students and Persons Not in School.",NA
2015113,"2015Nov","JAMA pediatrics","Link Between Increased Prevalence of Autism Spectrum Disorder Syndromes and Oxidative Stress, DNA Methylation, and Imprinting: The Impact of the Environment.",NA
2015113,"2015Nov","JAMA pediatrics","Responsibility for Patient Care in Graduate Medical Education: Yours, Mine, or Ours?",NA
2015113,"2015Nov","JAMA pediatrics","State Gun Law Environment and Youth Gun Carrying in the United States.",NA
2015113,"2015Nov","JAMA pediatrics","Epidemiologic Association Between FUT2 Secretor Status and Severe Rotavirus Gastroenteritis in Children in the United States.",NA
2015113,"2015Nov","JAMA pediatrics","Treatment Compliance Among Asymptomatic Adolescents With Sexually Transmitted Infections.",NA
2015113,"2015Nov","JAMA pediatrics","Family-Centered Care and High-Consequence Pathogens: Thinking Outside the Room.",NA
2015113,"2015Nov","JAMA pediatrics","Independent Evaluation of Middle School-Based Drug Prevention Curricula: A Systematic Review.",NA
2015113,"2015Nov","JAMA pediatrics","Racial Disparities in Pain Management of Children With Appendicitis in Emergency Departments.",NA
2015113,"2015Nov","JAMA pediatrics","Pain and Prejudice.",NA
2015113,"2015Nov","JAMA pediatrics","Electronic Cigarettes Are Another Route to Nicotine Addiction for Youth.",NA
201599,"2015Sep","JAMA pediatrics","Association of Smoke-Free Laws With Lower Percentages of New and Current Smokers Among Adolescents and Young Adults: An 11-Year Longitudinal Study.",NA
201599,"2015Sep","JAMA pediatrics","Human Trafficking of Children and Adolescents: A Global Phenomenon With Horrific Health Consequences.",NA
201599,"2015Sep","JAMA pediatrics","Exploitation, Violence, and Suicide Risk Among Child and Adolescent Survivors of Human Trafficking in the Greater Mekong Subregion.",NA
201599,"2015Sep","JAMA pediatrics","Errors in Table.",NA
201599,"2015Sep","JAMA pediatrics","Error in Abstract.",NA
201599,"2015Sep","JAMA pediatrics","Erratum in Table.",NA
201599,"2015Sep","JAMA pediatrics","Vaccination Compliance and the US Measles Epidemic--Reply.",NA
201599,"2015Sep","JAMA pediatrics","Vaccination Compliance and the US Measles Epidemic.",NA
201599,"2015Sep","JAMA pediatrics","Vaccination Compliance and the US Measles Epidemic.",NA
201599,"2015Sep","JAMA pediatrics","Vaccination Compliance and the US Measles Epidemic.",NA
201599,"2015Sep","JAMA pediatrics","Ulcers on an Infant's Sacrum. Ulcerated segmental infantile hemangioma (IH).",NA
2015113,"2015Nov","JAMA pediatrics","Lessons From Drugs to Devices: A Pediatric Perspective.",NA
2015113,"2015Nov","JAMA pediatrics","Progression to Traditional Cigarette Smoking After Electronic Cigarette Use Among US Adolescents and Young Adults.",NA
2015113,"2015Nov","JAMA pediatrics","Early Enhanced Parenteral Nutrition, Hyperglycemia, and Death Among Extremely Low-Birth-Weight Infants.",NA
2015113,"2015Nov","JAMA pediatrics","Potential Utility of a Smart Thermometer to Predict and Avert Epidemics.",NA
2015106,"2015Oct","JAMA pediatrics","Updating the Academic Playbook.",NA
2015106,"2015Oct","JAMA pediatrics","Use of Intermittent vs Continuous Pulse Oximetry for Nonhypoxemic Infants and Young Children Hospitalized for Bronchiolitis: A Randomized Clinical Trial.",NA
2015106,"2015Oct","JAMA pediatrics","Intermittent Monitoring of Oxygen Saturation in Infants and Children With Acute Bronchiolitis: Peekaboo Pediatrics or Good Clinical Care?",NA
2015106,"2015Oct","JAMA pediatrics","Current Trends, Evaluation, and Management of Pediatric Nephrolithiasis.",NA
2015106,"2015Oct","JAMA pediatrics","Association Between Transient Newborn Hypoglycemia and Fourth-Grade Achievement Test Proficiency: A Population-Based Study.",NA
2015106,"2015Oct","JAMA pediatrics","Revisiting Transitional Hypoglycemia: Only Time Will Tell.",NA
20151006,"2015Oct","JAMA pediatrics","Iron Supplementation in Iron-Replete and Nonanemic Pregnant Women in Tanzania: A Randomized Clinical Trial.",NA
2015106,"2015Oct","JAMA pediatrics","Effect of Early Adversity and Childhood Internalizing Symptoms on Brain Structure in Young Men.",NA
2015106,"2015Oct","JAMA pediatrics","Substance Abuse and Other Adverse Outcomes for Military-Connected Youth in California: Results From a Large-Scale Normative Population Survey.",NA
